Timestamp,TripID 1,Score,TripID 2,Score,TripID 3,Score,TripID 4,Score,TripID 5,Score
2015/03/10 11:15,0xc35c9_10-03-15 12:xx - 10-03-15 13:26,0.088566504
2015/03/10 13:15,0xc35c9_10-03-15 12:xx - 10-03-15 13:26,0.09544441,0xc35c9_10-03-15 13:xx - 12-03-15 7:38_parking,0.0
2015/03/12 07:15,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,5.724493E-4,0xc35c9_10-03-15 13:xx - 12-03-15 7:38_parking,6.1775725E-5
2015/03/14 13:15,0x6cafd_14-03-15 13:xx - 18-04-15 16:29,0.04861047
2015/03/14 15:15,0x6cafd_14-03-15 13:xx - 18-04-15 16:29,0.24821027
2015/03/15 19:15,0x6d679_15-03-15 20:xx - 16-03-15 12:24,0.0322773
2015/03/15 21:15,0x6d679_15-03-15 20:xx - 16-03-15 12:24,0.049902085
2015/03/15 23:15,0x6d679_15-03-15 20:xx - 16-03-15 12:24,0.05019519
2015/03/16 01:15,0x6d679_15-03-15 20:xx - 16-03-15 12:24,0.049763877
2015/03/16 03:15,0x6d679_15-03-15 20:xx - 16-03-15 12:24,0.049782433
2015/03/16 05:15,0x6d679_15-03-15 20:xx - 16-03-15 12:24,0.050017964
2015/03/16 07:15,0x6d679_15-03-15 20:xx - 16-03-15 12:24,0.04989805
2015/03/16 09:15,0x6d679_15-03-15 20:xx - 16-03-15 12:24,0.049604088,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,7.9631805E-5
2015/03/16 11:15,0x6d679_15-03-15 20:xx - 16-03-15 12:24,0.04966771,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,2.2889425E-4
2015/03/16 13:15,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,3.0722527E-4
2015/03/16 15:15,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,0.0034274403
2015/03/16 17:15,0x6d679_16-03-15 10:xx - 16-03-15 18:51_parking,0.0012112374,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,3.0177162E-4
2015/03/16 19:15,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.0010667435
2015/03/16 21:15,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,5.824663E-4
2015/03/16 23:15,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,5.0110754E-4
2015/03/17 01:15,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.0025792583
2015/03/17 03:15,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.0026029341
2015/03/17 05:15,0x6d679_16-03-15 18:xx - 17-03-15 5:51_parking,0.003095567
2015/03/17 07:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,5.603648E-4
2015/03/17 09:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.0019319106
2015/03/17 11:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.0035949582
2015/03/17 13:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.004043725
2015/03/17 15:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.004335828
2015/03/17 17:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.003314112
2015/03/17 19:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.0026056394
2015/03/17 21:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.00453889
2015/03/17 23:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.0049117017
2015/03/18 01:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.0049737208
2015/03/18 03:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.0038904243
2015/03/18 05:15,0xb633e_18-03-15 6:xx - 18-03-15 8:24,0.03643651,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.004625352
2015/03/18 07:15,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.09906866,0xb633e_18-03-15 6:xx - 18-03-15 8:24,0.08037515,0xb633e_18-03-15 8:xx - 03-04-15 9:24,0.006369088,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.004369174
2015/03/18 09:15,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.2914325,0x7086e_18-03-15 9:xx - 18-03-15 10:41,0.09083052,0x7086e_18-03-15 10:xx - 18-03-15 10:53,0.022746256,0xb633e_18-03-15 8:xx - 03-04-15 9:24,0.007367193,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.0044122064
2015/03/18 11:15,0xc35c9_12-03-15 7:xx - 23-03-15 0:42,0.38335958,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.0048211426,0x7086e_18-03-15 10:xx - 22-03-15 6:31_parking,8.067431E-5
2015/03/18 13:15,0x6d679_17-03-15 7:xx - 20-03-15 18:18,0.004444225
