
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.2,15,36,109,511,10/03/15 12:15,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.1,15,36,47,511,10/03/15 12:17,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8,15,36,49,511,10/03/15 12:19,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8,15,36,72,511,10/03/15 12:21,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.2,15,36,78,511,10/03/15 12:23,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.2,15,36,42,511,10/03/15 12:27,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.5,15,36,41,511,10/03/15 12:30,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.5,15,36,46,511,10/03/15 12:32,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8,15,36,20,511,10/03/15 12:34,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.3,15,36,14,511,10/03/15 12:36,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.8,15,36,20,511,10/03/15 12:38,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.4,15,36,23,511,10/03/15 12:40,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.3,15,36,12,511,10/03/15 12:42,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.3,15,36,13,511,10/03/15 12:44,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.4,15,36,317,511,10/03/15 12:46,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.4,15,36,315,511,10/03/15 12:48,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.2,15,36,316,511,10/03/15 12:50,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.2,15,36,316,511,10/03/15 12:52,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.5,15,36,299,511,10/03/15 12:54,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.7,15,36,327,511,10/03/15 12:56,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.3,15,36,326,511,10/03/15 12:58,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.7,15,36,324,511,10/03/15 13:00,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.9,15,36,329,511,10/03/15 13:02,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.2,15,36,316,511,10/03/15 13:04,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.7,15,36,322,511,10/03/15 13:06,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.7,15,36,314,511,10/03/15 13:08,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,7.9,15,36,276,511,10/03/15 13:11,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.1,15,36,281,511,10/03/15 13:13,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.2,15,36,287,511,10/03/15 13:15,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.3,15,36,268,511,10/03/15 13:17,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8,15,36,277,511,10/03/15 13:19,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.4,15,36,267,511,10/03/15 13:21,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
0xc35c9ebbf48cbb5857a868ce441824d0b2ff783a,99,8.5,15,36,218,511,10/03/15 13:26,MARSAXLOKK,,0xc35c9_10-03-15 12:xx - 10-03-15 13:26
